type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,hour_of_day,distance_from_home,is_abroad,isFraud
CASH_OUT,301.26,2607.82,2306.5600000000004,84171.0,84472.26,10,20.41,0,0
TRANSFER,26.77,10365.45,10338.68,98290.4,98317.17,16,11.5,0,0
TRANSFER,588.76,8605.41,8016.65,54460.41,55049.170000000006,9,5.47,0,0
PAYMENT,72.85,33249.46,33176.61,39641.99,39714.84,11,25.07,0,0
PAYMENT,134.47,58830.18,58695.71,80887.73,81022.2,0,2.53,0,0
CASH_OUT,1164.4,57132.72,55968.32,56733.47,57897.87,13,7.21,0,0
PAYMENT,157.82,52702.29,52544.47,78563.24,78721.06000000001,6,35.65,0,0
PAYMENT,5.02,88621.45,88616.43,53463.68,53468.7,17,0.5,0,0
CASH_OUT,144.17,43144.3,43000.130000000005,93778.91,93923.08,7,31.03,1,0
PAYMENT,240.08,8341.98,8101.9,30298.94,30539.02,9,6.06,0,0
PAYMENT,175.06,24246.61,24071.55,90018.61,90193.67,8,0.89,0,0
CASH_IN,80.12,51662.77,51582.649999999994,46708.03,46788.15,8,2.43,0,0
TRANSFER,314.44,78243.85,77929.41,85862.6,86177.04000000001,15,13.76,0,0
TRANSFER,48371.7,48371.7,0.0,200.0,48571.7,19,100.53,0,1
CASH_IN,34.41,91154.35,91119.94,91733.71,91768.12000000001,22,27.97,0,0
CASH_OUT,397.64,26362.69,25965.05,60164.13,60561.77,10,56.52,0,0
PAYMENT,55.5,12629.81,12574.31,21812.1,21867.6,3,21.55,0,0
CASH_IN,758.59,37642.3,36883.71000000001,22849.81,23608.4,8,9.16,0,0
PAYMENT,149.61,9968.35,9818.74,65026.4,65176.01,18,84.52,0,0
CASH_OUT,176.71,52887.28,52710.57,44064.76,44241.47,14,46.99,0,0
TRANSFER,1996.88,19476.4,17479.52,84327.5,86324.38,9,32.59,0,0
DEBIT,159.45,34863.88,34704.43,24613.45,24772.9,12,14.26,0,0
CASH_OUT,128.89,79304.43,79175.54,22700.14,22829.03,0,35.19,0,0
PAYMENT,56.46,17474.57,17418.11,83569.19,83625.65000000001,13,0.61,0,0
TRANSFER,190.23,30915.77,30725.54,20181.79,20372.02,4,53.88,0,0
PAYMENT,80.85,63898.42,63817.57,645.93,726.78,9,1.04,0,0
CASH_IN,583.59,65601.59,65018.0,40159.25,40742.84,8,1.24,0,0
CASH_OUT,107.02,9038.74,8931.72,2963.19,3070.21,13,1.33,0,0
PAYMENT,173.38,7484.98,7311.599999999999,45934.39,46107.77,11,1.89,0,0
CASH_IN,55.73,79535.9,79480.17,67656.98,67712.70999999999,21,7.55,0,0
CASH_OUT,80.78,2673.3062061419423,2592.526206141942,86525.34,86606.12,17,0.93,0,0
CASH_OUT,103.11,65126.75,65023.64,55189.42,55292.53,19,3.9,0,0
PAYMENT,130.71,15106.39,14975.68,60027.23,60157.94,12,0.5,0,0
CASH_OUT,663.53,49908.39,49244.86,72639.31,73302.84,12,3.16,0,0
CASH_OUT,51.57,56042.73,55991.16,33703.17,33754.74,17,2.28,0,0
CASH_OUT,19.3,94933.52,94914.22,15463.62,15482.92,10,2.22,0,0
TRANSFER,116.62,4799.350338388691,4682.730338388691,61372.81,61489.43,8,2.94,0,0
PAYMENT,164.96,92104.28,91939.31999999999,4799.62,4964.58,14,20.77,0,0
TRANSFER,80798.44,80798.44,0.0,0.0,80798.44,15,196.6,1,1
CASH_OUT,85.23,45530.72,45445.49,16329.58,16414.81,5,6.25,0,0
TRANSFER,112.06,67855.84,67743.78,29490.4,29602.460000000003,22,9.32,0,0
CASH_OUT,2067.86,86725.45,84657.59,2575.78,4643.64,13,6.45,0,0
DEBIT,158.62,29769.55,29610.93,83154.22,83312.84,18,10.57,0,0
PAYMENT,631.77,56916.7,56284.93,63496.03,64127.799999999996,5,25.62,0,0
PAYMENT,217.07,41610.7,41393.63,6930.82,7147.889999999999,8,11.08,0,0
PAYMENT,12.79,88455.44,88442.65000000001,34013.43,34026.22,9,3.12,0,0
DEBIT,85.56,30147.6,30062.039999999997,66321.07,66406.63,17,20.6,0,0
PAYMENT,38.23,33230.95,33192.719999999994,59839.02,59877.25,14,46.82,0,0
CASH_IN,76.11,72262.33,72186.22,45328.91,45405.020000000004,17,27.33,0,0
PAYMENT,519.9,15670.0,15150.1,74996.37,75516.26999999999,7,1.69,0,0
TRANSFER,58.14,77847.65,77789.51,62755.11,62813.25,20,2.59,0,0
TRANSFER,77.02,26477.19,26400.17,25281.48,25358.5,7,10.65,0,0
CASH_OUT,121.03,5937.98,5816.95,39976.02,40097.049999999996,11,16.52,0,0
CASH_OUT,107.81,19015.29,18907.48,94126.69,94234.5,17,2.98,0,0
PAYMENT,337.1,59553.96,59216.86,79804.58,80141.68000000001,4,23.9,0,0
DEBIT,281.0,3967.81,3686.81,4551.54,4832.54,14,10.96,0,0
CASH_OUT,143.05,7925.08,7782.03,79864.14,80007.19,18,4.05,0,0
CASH_IN,61.45,81693.48,81632.03,89108.22,89169.67,18,25.26,0,0
TRANSFER,124.68,47375.33,47250.65,11999.62,12124.300000000001,13,5.4,0,0
CASH_IN,2127.01,58490.83,56363.82,9016.7,11143.710000000001,18,56.03,0,0
TRANSFER,146.58,77255.2,77108.62,22978.13,23124.710000000003,11,29.96,0,0
PAYMENT,9.9,41638.15,41628.25,74692.73,74702.62999999999,9,2.2,0,0
TRANSFER,216.54,29680.38,29463.84,27636.29,27852.83,8,7.91,1,0
CASH_OUT,379.96,29616.57,29236.61,18194.6,18574.559999999998,15,10.56,0,0
PAYMENT,91.48,50481.37,50389.89,65805.21,65896.69,7,2.06,0,0
CASH_IN,5.91,52835.91,52830.0,46568.59,46574.5,11,9.97,0,0
PAYMENT,149.92,72974.25,72824.33,48689.15,48839.07,12,25.36,0,0
CASH_OUT,446.9,20579.17,20132.269999999997,71295.92,71742.81999999999,9,8.57,0,0
PAYMENT,1498.61,91669.56,90170.95,43922.48,45421.090000000004,22,23.95,0,0
CASH_OUT,347.12,25731.8,25384.68,45726.83,46073.950000000004,15,1.41,0,0
TRANSFER,13.03,35224.6,35211.57,97703.03,97716.06,8,4.96,0,0
PAYMENT,52.4,65986.54,65934.14,84823.91,84876.31,16,0.5,0,0
CASH_OUT,214.49,87474.85,87260.36,215.69,430.18,18,13.23,0,0
PAYMENT,296.55,13190.0,12893.45,34964.17,35260.72,9,8.82,0,0
CASH_OUT,284.42,15635.87,15351.45,16866.08,17150.5,17,2.32,0,0
DEBIT,1317.69,6232.987236666075,4915.297236666074,28860.43,30178.12,16,1.44,0,0
PAYMENT,183.07,13667.73,13484.66,28681.7,28864.77,9,13.73,0,0
TRANSFER,1806.31,9994.88,8188.57,52906.73,54713.04,12,45.64,0,0
DEBIT,43.07,97795.05,97751.98,49747.31,49790.38,17,16.79,0,0
PAYMENT,121.11,44463.61,44342.5,61625.27,61746.38,13,0.5,0,0
CASH_OUT,352.78,6444.99,6092.21,91276.25,91629.03,16,20.56,0,0
PAYMENT,264.97,65423.84,65158.869999999995,26602.78,26867.75,12,3.86,0,0
PAYMENT,12.62,10986.94,10974.32,34150.27,34162.89,8,11.11,0,0
CASH_IN,544.72,66867.29,66322.56999999999,99392.29,99937.01,17,5.67,0,0
PAYMENT,508.66,37469.95,36961.28999999999,56748.28,57256.94,9,18.39,0,0
CASH_IN,140.75,28649.89,28509.14,98908.6,99049.35,11,15.37,0,0
CASH_IN,566.28,33808.94,33242.66,85046.12,85612.4,13,20.89,0,0
PAYMENT,1036.03,16470.06,15434.03,86766.28,87802.31,3,9.74,0,0
CASH_OUT,1734.62,34668.94,32934.32,53019.32,54753.94,9,66.98,0,0
CASH_OUT,5.0,57448.74,57443.74,84675.74,84680.74,13,0.6,0,0
CASH_OUT,110.48,26232.34,26121.86,43927.16,44037.64000000001,16,5.24,0,0
PAYMENT,685.06,3791.92,3106.86,15769.26,16454.32,16,0.5,0,0
PAYMENT,46.02,12269.52,12223.5,41674.86,41720.88,8,18.74,0,0
CASH_OUT,391.86,28264.19,27872.329999999998,96359.6,96751.46,11,5.73,0,0
TRANSFER,159.08,84600.64,84441.56,81850.34,82009.42,17,54.68,0,0
CASH_IN,1005.71,48804.48,47798.770000000004,32375.4,33381.11,13,15.85,0,0
PAYMENT,46.0,36276.72,36230.72,99009.61,99055.61,10,3.48,0,0
CASH_OUT,118.44,14662.04,14543.6,73608.94,73727.38,18,1.75,0,0
PAYMENT,21.99,23758.76,23736.769999999997,7051.81,7073.8,9,2.9,0,0
CASH_IN,43.35,6580.88,6537.53,94383.33,94426.68000000001,10,24.49,0,0
TRANSFER,67640.51,67640.51,0.0,2000.0,69640.51,16,204.29,1,1
CASH_IN,55.62,52563.97,52508.35,63116.21,63171.83,12,21.09,0,0
PAYMENT,175.81,22122.93,21947.12,12419.84,12595.65,10,57.44,0,0
PAYMENT,464.09,95132.85,94668.76000000001,71211.02,71675.11,16,16.73,0,0
CASH_OUT,25.99,22655.33,22629.34,11572.94,11598.93,20,1.74,0,0
PAYMENT,438.95,20192.8,19753.85,35532.66,35971.61,10,28.45,0,0
CASH_OUT,47.1,66434.69,66387.59,6340.7,6387.8,7,11.33,0,0
TRANSFER,19760.98,19760.98,0.0,200.0,19960.98,15,290.74,0,1
CASH_OUT,447.83,18125.8,17677.969999999998,52406.44,52854.270000000004,6,32.07,0,0
CASH_OUT,45.45,55076.77,55031.32,48330.25,48375.7,9,23.49,0,0
PAYMENT,49.33,15959.36,15910.03,84340.05,84389.38,9,21.35,0,0
PAYMENT,182.33,60980.66,60798.33,2698.34,2880.67,9,8.03,0,0
CASH_IN,354.86,42581.0,42226.14,81218.15,81573.01,13,13.79,0,0
TRANSFER,468.79,75526.37,75057.58,99551.55,100020.34,17,9.09,0,0
CASH_OUT,246.1,34874.98,34628.880000000005,11713.68,11959.78,16,4.19,0,0
CASH_IN,555.76,77095.66,76539.90000000001,88731.32,89287.08,20,19.33,0,0
PAYMENT,413.71,62786.85,62373.14,19560.64,19974.35,10,1.0,0,0
CASH_OUT,137.54,36079.3,35941.76,3683.05,3820.59,9,5.03,0,0
PAYMENT,1827.77,17194.14,15366.369999999999,46978.88,48806.649999999994,16,8.39,1,0
DEBIT,125.38,2959.04,2833.66,39127.47,39252.85,3,8.08,0,0
CASH_OUT,54.76,89837.22,89782.46,50014.81,50069.57,1,20.26,0,0
DEBIT,704.34,28939.56,28235.22,70784.24,71488.58,4,8.52,0,0
CASH_IN,46.76,2893.66,2846.8999999999996,23997.59,24044.35,18,20.88,0,0
PAYMENT,33.23,57405.44,57372.21,64663.51,64696.740000000005,14,29.37,0,0
PAYMENT,157.27,23634.35,23477.079999999998,39598.6,39755.869999999995,18,7.64,0,0
CASH_OUT,5.29,85970.53,85965.24,10376.38,10381.67,12,14.41,1,0
DEBIT,14.81,59136.16,59121.350000000006,30380.74,30395.550000000003,17,3.65,0,0
PAYMENT,694.15,32810.96,32116.809999999998,16845.78,17539.93,11,17.45,0,0
CASH_IN,217.68,59764.36,59546.68,31804.82,32022.5,16,4.96,0,0
CASH_OUT,426.28,50203.01,49776.73,59081.27,59507.549999999996,7,14.23,0,0
PAYMENT,3280.88,82322.64,79041.76,6722.05,10002.93,18,0.5,0,0
TRANSFER,90.63,9131.05,9040.42,65534.13,65624.76,14,37.02,0,0
PAYMENT,30.94,56622.47,56591.53,82792.57,82823.51000000001,10,2.42,0,0
CASH_IN,153.85,53583.93,53430.08,87983.29,88137.14,10,3.07,0,0
PAYMENT,27.88,66762.09,66734.20999999999,49212.14,49240.02,9,5.81,0,0
CASH_OUT,192.53,40001.6,39809.07,7227.26,7419.79,16,12.12,0,0
TRANSFER,209.38,31537.07,31327.69,18728.81,18938.190000000002,23,8.12,0,0
TRANSFER,51265.84,51265.84,0.0,200.0,51465.84,14,120.54,0,1
TRANSFER,76.75,14193.99,14117.24,73129.98,73206.73,12,15.36,0,0
CASH_OUT,300.49,1482.16,1181.67,64100.64,64401.13,12,1.37,0,0
PAYMENT,749.18,56202.26,55453.08,14253.08,15002.26,13,10.97,0,0
CASH_OUT,272.72,69118.17,68845.45,26828.06,27100.780000000002,10,4.67,0,0
TRANSFER,39.72,28380.56,28340.84,5109.54,5149.26,13,37.17,0,0
CASH_IN,34.42,97946.59,97912.17,3111.77,3146.19,18,5.76,0,0
TRANSFER,17.62,62199.16,62181.54,65867.76,65885.37999999999,9,0.73,0,0
CASH_IN,938.55,25954.4,25015.850000000002,23844.81,24783.36,13,1.24,0,0
PAYMENT,1216.77,67025.02,65808.25,85556.3,86773.07,11,1.96,0,0
CASH_OUT,118.33,88956.55,88838.22,66070.78,66189.11,16,6.03,0,0
PAYMENT,668.7,49920.43,49251.73,75650.9,76319.59999999999,7,6.83,0,0
PAYMENT,137.51,69723.44,69585.93000000001,4979.31,5116.820000000001,12,7.77,0,0
TRANSFER,139.13,43804.78,43665.65,95639.3,95778.43000000001,11,11.65,0,0
TRANSFER,94.22,29292.09,29197.87,36276.2,36370.42,18,32.73,0,0
PAYMENT,609.56,19136.06,18526.5,25632.46,26242.02,14,50.28,0,0
PAYMENT,167.99,5165.89,4997.900000000001,67891.28,68059.27,11,8.95,0,0
TRANSFER,21.75,41440.14,41418.39,5222.22,5243.97,10,1.18,0,0
DEBIT,63.01,24454.31,24391.300000000003,37918.55,37981.560000000005,9,20.28,0,0
CASH_IN,55.82,81383.16,81327.34,44535.73,44591.55,12,16.02,0,0
PAYMENT,167.14,58075.75,57908.61,53185.43,53352.57,9,33.01,0,0
CASH_OUT,348.69,5195.05,4846.360000000001,98334.58,98683.27,11,55.06,0,0
PAYMENT,432.47,31194.93,30762.46,57151.91,57584.380000000005,12,4.27,0,0
PAYMENT,11.11,72459.2,72448.09,20122.62,20133.73,15,44.54,0,0
PAYMENT,22.45,38328.49,38306.04,69193.5,69215.95,16,82.34,0,0
PAYMENT,274.59,34087.83,33813.240000000005,67809.27,68083.86,7,6.88,0,0
DEBIT,8.12,8765.21,8757.089999999998,33224.67,33232.79,17,0.5,0,0
PAYMENT,544.79,87445.53,86900.74,25500.08,26044.870000000003,8,15.66,0,0
PAYMENT,20.01,74041.77,74021.76000000001,16427.7,16447.71,10,11.35,0,0
PAYMENT,87.68,93676.88,93589.20000000001,92246.69,92334.37,17,8.73,0,0
TRANSFER,451.33,5625.39,5174.06,72829.21,73280.54000000001,12,13.0,0,0
PAYMENT,597.15,61440.79,60843.64,71017.46,71614.61,10,1.02,0,0
TRANSFER,253.94,10193.98,9940.039999999999,84129.03,84382.97,19,52.93,0,0
CASH_OUT,160.91,43432.62,43271.71,10551.68,10712.59,14,14.54,0,0
PAYMENT,373.59,11362.09,10988.5,92728.43,93102.01999999999,15,63.02,0,0
PAYMENT,348.88,98126.86,97777.98,49658.77,50007.649999999994,10,24.34,0,0
PAYMENT,24.87,41074.87,41050.0,48999.01,49023.880000000005,9,4.61,0,0
TRANSFER,75.93,22486.47,22410.54,7260.71,7336.64,9,1.23,0,0
PAYMENT,51.19,6030.72,5979.530000000001,49401.5,49452.69,21,2.49,0,0
PAYMENT,813.09,7402.55,6589.46,99506.2,100319.29,18,12.1,0,0
CASH_OUT,176.19,63986.48,63810.29,21671.82,21848.01,7,5.18,0,0
CASH_IN,682.07,39548.83,38866.76,41884.57,42566.64,9,10.81,0,0
CASH_OUT,243.51,40118.69,39875.18,12452.43,12695.94,17,1.99,0,0
PAYMENT,4087.42,7021.743082399647,2934.3230823996473,30559.04,34646.46,6,14.23,0,0
PAYMENT,33.26,76208.8,76175.54000000001,73768.27,73801.53,15,25.13,0,0
PAYMENT,73.34,64195.9,64122.560000000005,65934.69,66008.03,19,27.98,0,0
PAYMENT,70.71,76711.19,76640.48,19452.15,19522.86,21,7.67,0,0
PAYMENT,32.29,15538.15,15505.859999999999,82978.53,83010.81999999999,10,17.42,0,0
PAYMENT,1699.24,25753.63,24054.39,76523.8,78223.04000000001,8,32.86,0,0
CASH_OUT,265.29,73968.14,73702.85,75433.51,75698.79999999999,0,7.44,0,0
CASH_OUT,916.21,69115.53,68199.31999999999,47913.3,48829.51,18,19.77,0,0
DEBIT,72.06,21657.7,21585.64,58689.64,58761.7,18,8.4,0,0
PAYMENT,26.31,79053.15,79026.84,18281.28,18307.59,13,24.97,0,0
CASH_OUT,86.24,91013.85,90927.61,36692.69,36778.93,13,33.49,1,0
PAYMENT,25.43,19974.49,19949.06,3844.03,3869.46,9,31.69,0,0
CASH_OUT,152.8,62211.07,62058.27,88057.42,88210.22,17,11.48,0,0
PAYMENT,14.08,99357.74,99343.66,2879.85,2893.93,14,21.95,0,0
PAYMENT,52.76,15660.29,15607.53,23884.59,23937.35,16,26.76,0,0
DEBIT,97.34,15385.11,15287.77,16085.86,16183.2,10,0.5,0,0
PAYMENT,17.5,43804.39,43786.89,35369.06,35386.56,10,13.47,0,0
CASH_IN,283.96,16559.58,16275.620000000003,35615.7,35899.659999999996,5,9.04,0,0
CASH_OUT,161.07,13849.04,13687.970000000001,27815.93,27977.0,12,51.77,0,0
TRANSFER,81.53,23540.99,23459.460000000003,56897.37,56978.9,8,24.57,0,0
PAYMENT,41.36,8232.46,8191.099999999999,14504.86,14546.220000000001,4,18.72,0,0
CASH_OUT,24.48,28156.95,28132.47,28739.61,28764.09,19,32.86,0,0
CASH_OUT,215.33,28258.27,28042.94,31450.24,31665.570000000003,15,8.67,0,0
CASH_IN,70.44,55012.54,54942.1,51925.78,51996.22,11,1.66,0,0
CASH_IN,109.44,30810.87,30701.43,33878.59,33988.03,16,2.14,0,0
PAYMENT,39.05,29698.27,29659.22,82803.35,82842.40000000001,12,15.55,0,0
TRANSFER,74.08,72668.46,72594.38,89307.82,89381.90000000001,10,3.89,0,0
PAYMENT,2267.03,38231.25,35964.22,57977.1,60244.13,1,0.5,0,0
TRANSFER,66134.43,83736.26,17601.83,200.0,66334.43,11,107.22,0,1
CASH_IN,35.23,56844.65,56809.42,41927.82,41963.05,19,7.43,0,0
PAYMENT,68.63,41789.81,41721.18,82104.51,82173.14,18,47.86,0,0
CASH_OUT,236.56,4091.6068424713785,3855.0468424713786,31460.31,31696.870000000003,12,10.83,0,0
CASH_IN,263.54,43208.23,42944.69,79451.09,79714.62999999999,17,3.29,0,0
PAYMENT,89.52,37455.13,37365.61,98069.4,98158.92,14,28.89,0,0
PAYMENT,602.52,70667.73,70065.20999999999,90644.32,91246.84000000001,10,29.79,0,0
PAYMENT,575.09,30300.82,29725.73,85629.96,86205.05,8,17.7,0,0
CASH_IN,16.37,42329.16,42312.79,62985.72,63002.090000000004,10,14.6,0,0
CASH_IN,164.16,98688.75,98524.59,56134.55,56298.71000000001,17,11.77,0,0
CASH_OUT,108.9,41627.75,41518.85,62423.8,62532.700000000004,7,8.55,0,0
TRANSFER,80.74,5122.94,5042.2,89301.8,89382.54000000001,17,0.9,0,0
TRANSFER,174.95,68404.87,68229.92,79437.86,79612.81,15,31.72,0,0
TRANSFER,13.17,30155.25,30142.08,96138.89,96152.06,16,2.04,0,0
CASH_IN,9.7,96706.02,96696.32,61885.58,61895.28,13,19.01,0,0
CASH_OUT,543.83,18494.39,17950.559999999998,76545.22,77089.05,10,19.68,0,0
PAYMENT,52.65,24552.61,24499.96,71479.78,71532.43,9,45.55,0,0
CASH_IN,106.53,38021.56,37915.03,76454.9,76561.43,10,16.93,0,0
TRANSFER,52268.58,52268.58,0.0,0.0,52268.58,14,238.72,1,1
PAYMENT,25.27,89134.48,89109.20999999999,27940.38,27965.65,11,10.48,0,0
PAYMENT,39.61,38238.71,38199.1,12171.28,12210.890000000001,7,21.59,0,0
CASH_OUT,235.55,9502.98,9267.43,31310.23,31545.78,8,19.22,0,0
PAYMENT,70.71,52279.44,52208.73,99983.13,100053.84000000001,8,9.45,0,0
CASH_OUT,147.31,48501.42,48354.11,60114.05,60261.36,23,27.93,0,0
CASH_OUT,103.95,73202.52,73098.57,26989.0,27092.95,6,15.36,0,0
CASH_OUT,39.33,68441.5,68402.17,70076.69,70116.02,17,4.55,0,0
CASH_OUT,37.53,84907.57,84870.04000000001,4641.39,4678.92,21,5.91,0,0
PAYMENT,196.48,91900.22,91703.74,97285.78,97482.26,8,12.63,0,0
PAYMENT,184.72,32799.98,32615.260000000002,40609.38,40794.1,16,37.51,0,0
PAYMENT,295.4,18698.47,18403.07,2313.98,2609.38,10,18.95,0,0
TRANSFER,4685.83,67662.13,62976.3,52877.49,57563.32,11,45.26,0,0
CASH_OUT,33.27,43270.58,43237.310000000005,69085.02,69118.29000000001,14,4.85,0,0
TRANSFER,181.47,3046.35,2864.88,9903.28,10084.75,11,3.75,0,0
PAYMENT,39.94,65978.6,65938.66,77417.35,77457.29000000001,11,4.56,0,0
PAYMENT,517.09,69443.61,68926.52,10431.04,10948.130000000001,10,6.72,0,0
PAYMENT,4518.0,38020.64,33502.64,51040.97,55558.97,15,37.82,0,0
TRANSFER,1313.89,93050.2,91736.31,2466.5,3780.3900000000003,5,38.94,0,0
PAYMENT,18.27,4230.513087318909,4212.243087318909,55663.6,55681.869999999995,10,21.83,0,0
PAYMENT,138.6,31472.5,31333.9,89545.68,89684.28,13,26.15,0,0
TRANSFER,109.52,87321.42,87211.9,69458.26,69567.78,9,25.05,0,0
PAYMENT,82.84,48001.8,47918.96000000001,12239.24,12322.08,5,29.64,0,0
PAYMENT,378.41,41172.35,40793.939999999995,86089.54,86467.95,6,4.02,0,0
PAYMENT,144.14,6916.27,6772.13,46196.09,46340.229999999996,9,21.72,0,0
TRANSFER,2517.69,26892.38,24374.690000000002,14417.35,16935.04,7,1.53,0,0
PAYMENT,758.41,21883.67,21125.26,24558.74,25317.15,14,10.0,0,0
CASH_OUT,147.98,18522.93,18374.95,89548.28,89696.26,9,36.63,0,0
PAYMENT,230.73,14213.5,13982.77,43059.99,43290.72,11,18.64,0,0
DEBIT,11.8,73489.68,73477.87999999999,82186.41,82198.21,14,3.17,0,0
PAYMENT,499.7,64819.6,64319.9,66957.32,67457.02,18,3.73,0,0
CASH_OUT,72.09,79729.5,79657.41,38768.86,38840.95,12,3.72,0,0
PAYMENT,69.24,19254.07,19184.829999999998,44289.15,44358.39,16,28.56,0,0
TRANSFER,17.72,16153.2,16135.480000000001,84253.88,84271.6,9,2.43,0,0
DEBIT,197.33,88497.53,88300.2,27414.71,27612.04,16,13.41,0,0
PAYMENT,219.41,81123.59,80904.18,8814.63,9034.039999999999,15,15.98,0,0
PAYMENT,1035.86,77332.8,76296.94,88841.95,89877.81,8,1.56,0,0
PAYMENT,9.53,39521.05,39511.520000000004,93548.56,93558.09,10,6.02,0,0
PAYMENT,63.66,51303.39,51239.729999999996,6339.1,6402.76,17,19.02,0,0
PAYMENT,12.42,28439.89,28427.47,64694.16,64706.58,5,38.07,0,0
CASH_OUT,65.06,3089.99,3024.93,66242.59,66307.65,13,30.29,0,0
CASH_IN,8.82,71964.18,71955.35999999999,77237.48,77246.3,9,21.15,0,0
CASH_OUT,215.97,11474.13,11258.16,5704.45,5920.42,22,21.68,0,0
TRANSFER,771.7,67542.91,66771.21,90616.57,91388.27,11,14.3,0,0
PAYMENT,16.95,49837.36,49820.41,83478.84,83495.79,9,14.63,0,0
CASH_IN,120.52,33828.59,33708.07,8022.04,8142.56,9,1.4,0,0
CASH_OUT,143.63,72526.64,72383.01,40754.32,40897.95,15,6.28,0,0
TRANSFER,178.33,14000.92,13822.59,98887.71,99066.04000000001,9,95.12,0,0
PAYMENT,21.92,12047.43,12025.51,64389.9,64411.82,16,22.21,0,0
PAYMENT,1281.97,41130.15,39848.18,71547.17,72829.14,8,10.99,0,0
PAYMENT,83.73,94231.36,94147.63,67771.4,67855.12999999999,20,3.85,0,0
PAYMENT,22.0,13818.46,13796.46,45486.87,45508.87,15,34.58,0,0
TRANSFER,268.13,39091.88,38823.75,89682.54,89950.67,5,3.93,0,0
TRANSFER,379.11,26286.95,25907.84,28579.34,28958.45,17,18.95,0,0
CASH_OUT,180.3,90069.79,89889.48999999999,6011.53,6191.83,22,6.0,0,0
CASH_IN,171.09,8430.31,8259.22,70623.78,70794.87,5,21.69,0,0
CASH_OUT,698.06,45851.68,45153.62,54404.2,55102.259999999995,16,24.28,0,0
CASH_IN,23.08,76474.68,76451.59999999999,20917.05,20940.13,13,6.13,0,0
PAYMENT,45.8,51355.64,51309.84,74017.38,74063.18000000001,9,8.4,0,0
PAYMENT,1359.18,21284.53,19925.35,83040.05,84399.23,7,6.12,0,0
DEBIT,44.49,70599.73,70555.23999999999,84903.39,84947.88,16,22.78,0,0
PAYMENT,321.24,55992.82,55671.58,49061.7,49382.939999999995,14,3.5,0,0
TRANSFER,40.06,38693.1,38653.04,33221.57,33261.63,13,9.65,0,0
CASH_IN,4530.12,56300.95,51770.829999999994,2047.74,6577.86,14,43.62,0,0
TRANSFER,26790.26,26790.26,0.0,0.0,26790.26,19,116.27,0,1
CASH_IN,23.63,48918.88,48895.25,41211.83,41235.46,17,0.94,0,0
PAYMENT,36.79,24824.95,24788.16,21756.57,21793.36,11,2.96,0,0
TRANSFER,258.47,21775.53,21517.059999999998,86027.58,86286.05,10,7.82,0,0
CASH_OUT,40.5,32802.42,32761.92,59973.19,60013.69,11,2.98,1,0
CASH_OUT,432.92,40033.49,39600.57,91268.64,91701.56,18,1.66,0,0
DEBIT,131.1,92973.02,92841.92,48190.87,48321.97,7,0.5,0,0
CASH_OUT,108.51,93603.6,93495.09000000001,87815.92,87924.43,14,7.65,0,0
PAYMENT,2124.4,61835.43,59711.03,3726.01,5850.41,5,45.85,1,0
CASH_OUT,66909.71,66909.71,0.0,0.0,66909.71,3,219.22,1,1
CASH_OUT,410.17,25606.09,25195.920000000002,47762.7,48172.869999999995,16,4.43,0,0
CASH_OUT,18.11,42661.55,42643.44,97396.23,97414.34,8,68.15,0,0
PAYMENT,129.6,89679.05,89549.45,31479.14,31608.739999999998,10,18.35,0,0
CASH_IN,152.19,11115.43,10963.24,23649.06,23801.25,17,1.44,0,0
TRANSFER,60.54,7833.61,7773.07,66102.44,66162.98,13,6.09,0,0
CASH_OUT,154.13,41734.08,41579.950000000004,33766.72,33920.85,20,8.89,0,0
CASH_IN,54.15,52504.6,52450.45,77594.15,77648.29999999999,1,8.6,0,0
CASH_OUT,149.49,59907.38,59757.89,61290.89,61440.38,15,0.5,0,0
TRANSFER,757.67,52245.25,51487.58,23483.69,24241.359999999997,11,1.35,0,0
CASH_IN,21.72,27016.64,26994.92,99097.24,99118.96,0,24.23,0,0
CASH_OUT,2086.0,38583.27,36497.27,97090.67,99176.67,13,4.79,0,0
CASH_OUT,65422.86,95378.02,29955.160000000003,0.0,65422.86,11,33.26,1,1
CASH_OUT,678.77,90730.71,90051.94,44368.96,45047.729999999996,5,9.63,0,0
CASH_IN,80.34,24341.93,24261.59,6145.09,6225.43,14,36.63,0,0
CASH_OUT,45.47,20550.59,20505.12,83666.26,83711.73,8,13.3,0,0
CASH_IN,241.42,93298.1,93056.68000000001,61131.14,61372.56,18,10.56,0,0
CASH_OUT,91.41,20334.61,20243.2,69369.02,69460.43000000001,11,11.9,0,0
CASH_IN,426.26,65986.39,65560.13,46368.65,46794.91,13,14.93,0,0
CASH_OUT,1028.94,70279.68,69250.73999999999,86025.41,87054.35,17,3.05,0,0
PAYMENT,253.94,56876.13,56622.189999999995,93488.49,93742.43000000001,3,27.06,0,0
PAYMENT,283.12,75005.51,74722.39,15055.85,15338.970000000001,8,9.12,0,0
CASH_IN,69.89,6807.13,6737.24,54887.45,54957.34,21,14.47,0,0
CASH_OUT,89.38,30501.9,30412.52,98808.47,98897.85,21,33.0,0,0
PAYMENT,31.49,63353.84,63322.35,74120.1,74151.59000000001,13,61.85,0,0
PAYMENT,95.71,34920.89,34825.18,39969.25,40064.96,6,2.89,0,0
